#"Step"	"Acceleration (nm/ps^2)"	"VelocityAmplitude (nm/ps)"	"1/Viscosity (1/Pa.s)"
10800	0.02	0.010334211023984047	2435.5839120462956
10850	0.02	0.012258728032531611	2889.1572572779137
10900	0.02	0.008703358738642216	2051.2219535103286
10950	0.02	0.010489813813401904	2472.2566342982514
11000	0.02	0.006450729008349936	1520.318460426642
11050	0.02	0.0006535143114527066	154.02133163065565
11100	0.02	0.004216325127874357	993.7104657118116
11150	0.02	0.009668476411056424	2278.6824795928887
11200	0.02	0.015866966445521505	3739.5528423022292
11250	0.02	0.020089256374663585	4734.669102222472
11300	0.02	0.03053977497540097	7197.664575938264
11350	0.02	0.02569642782788944	6056.176525659737
11400	0.02	0.026676181573090527	6287.086505535388
11450	0.02	0.02872734078965691	6770.507095391757
11500	0.02	0.02374275705151028	5595.732172303612
11550	0.02	0.02277714661180307	5368.155510012063
11600	0.02	0.011728209514427209	2764.1237772435975
11650	0.02	0.020160114148667214	4751.368979359307
11700	0.02	0.01626020493735914	3832.2319391480623
11750	0.02	0.007022163271829154	1654.9950308674743
11800	0.02	0.012307096155489663	2900.5567363343325
11850	0.02	-0.0016269140473419152	-383.43378810359116
11900	0.02	0.015722245949433656	3705.4448769048836
11950	0.02	0.012277562756724966	2893.596256164883
12000	0.02	-0.008328531399635849	-1962.8820275536893
12050	0.02	-0.014317271053337351	-3374.318074305312
12100	0.02	-0.01784908945092399	-4206.702863958552
12150	0.02	-0.0188560107958764	-4444.0157485871305
12200	0.02	-0.02625346123265247	-6187.459077947913
12250	0.02	-0.030976522691152853	-7300.5979984936475
12300	0.02	-0.024833538032617928	-5852.8092344021225
12350	0.02	-0.02897377195689193	-6828.586399651312
12400	0.02	-0.02799561637284184	-6598.053077033695
12450	0.02	-0.028874898893164025	-6805.283832789505
12500	0.02	-0.028446496219096378	-6704.317183432801
12550	0.02	-0.030357971488216236	-7154.816829989068
12600	0.02	-0.027093100701423366	-6385.346693878276
12650	0.02	-0.02395307906794577	-5645.301212300043
12700	0.02	-0.024482239618677827	-5770.014644342548
12750	0.02	-0.017269374998770674	-4070.0748049835165
12800	0.02	-0.021413953373365956	-5046.875877455484
12850	0.02	-0.007007455805159831	-1651.5287508463261
12900	0.02	-0.01393313716100128	-3283.7847644982935
12950	0.02	-0.016682096909283285	-3931.664135476853
13000	0.02	-0.006760136515666175	-1593.2401324668997
13050	0.02	-0.006742001601017316	-1588.9660658485016
13100	0.02	0.0004956002213994072	116.80387822984731
13150	0.02	0.003327038528493667	784.1219320905041
13200	0.02	0.019105409509999408	4502.794449195554
13250	0.02	0.014651781226719847	3453.1559841191706
13300	0.02	0.02229769673701294	5255.1579721292655
13350	0.02	0.020973100356195477	4942.974910685451
13400	0.02	0.025136844672465027	5924.293043927005
13450	0.02	0.019057979325911658	4491.616025120274
13500	0.02	0.0275768673468079	6499.361615380134
13550	0.02	0.035462782590621314	8357.927136736012
13600	0.02	0.02626542460182744	6190.278624542113
13650	0.02	0.014624618327801151	3446.7541872662337
13700	0.02	0.0161504365454552	3806.3615433576197
13750	0.02	0.00899934264638557	2120.9799294459103
13800	0.02	0.017933175781772795	4226.520469208052
13850	0.02	0.0073845375265019	1740.399993352985
13900	0.02	0.01331154414388114	3137.2866962060434
13950	0.02	0.014696222492742843	3463.629975051363
14000	0.02	0.013593174938809547	3203.6619068217838
14050	0.02	0.006645497259978664	1566.221763459972
14100	0.02	-0.0037683739500069895	-888.1365927123287
14150	0.02	0.00973131790540597	2293.4930667089725
14200	0.02	0.01334320691050705	3144.749029307813
14250	0.02	0.005028904682299574	1185.220556363398
14300	0.02	0.007263241913856402	1711.8128431510447
14350	0.02	0.009919056734042178	2337.739663728479
14400	0.02	0.010173801186584668	2397.7782567914187
14450	0.02	0.00968533002410131	2282.654566934314
14500	0.02	0.003940795874220738	928.7732764150746
14550	0.02	0.002768756461759241	652.5450930878382
14600	0.02	-0.012347645905583557	-2910.113568368918
14650	0.02	-0.014464650601775377	-3409.0527295496486
14700	0.02	-0.016288225593886017	-3838.8358937299313
14750	0.02	-0.01561946231361055	-3681.2206599567885
14800	0.02	-0.008656374695779314	-2040.148676735333
14850	0.02	0.000208717173675673	49.190808005802
14900	0.02	-0.0016537790515953582	-389.76537665010744
14950	0.02	0.006108558088345934	1439.675053204004
15000	0.02	-0.002452289265153099	-577.959581822832
15050	0.02	-0.0030639702907022887	-722.1215755806525
15100	0.02	-0.0045336353128975606	-1068.494653878409
15150	0.02	0.004272616315786583	1006.9772657946435
15200	0.02	-0.006271663194507251	-1478.1159338495738
15250	0.02	-0.002189857107914789	-516.1091378276583
15300	0.02	-0.010206111061668154	-2405.3931014826035
15350	0.02	-0.0015431840693905937	-363.7001686931748
15400	0.02	-0.010044066130251144	-2367.202084570723
15450	0.02	-0.024168307361378982	-5696.026571757723
15500	0.02	-0.024184773666553017	-5699.907377740846
15550	0.02	-0.025959415746879974	-6118.157952502031
15600	0.02	-0.02338194530010876	-5510.695463168171
15650	0.02	-0.026092118043892696	-6149.433448903804
15700	0.02	-0.025777969658916336	-6075.394438991195
15750	0.02	-0.016969135057806346	-3999.313760113297
15800	0.02	-0.012225919819474441	-2881.4249634705225
15850	0.02	-0.010759912881471484	-2535.9140284933383
15900	0.02	-0.012001382199518847	-2828.505566571834
15950	0.02	-0.02466576162140607	-5813.267412871665
16000	0.02	-0.024683476718409276	-5817.442536174374
16050	0.02	-0.021010550635297897	-4951.8012542807
16100	0.02	-0.012644825723002077	-2980.153398270743
16150	0.02	-0.007993835638533233	-1884.0003781196183
16200	0.02	-0.0035926870626318665	-846.730417102478
16250	0.02	0.002268465120151692	534.6356039040526
16300	0.02	0.0019101608589413125	450.1898641957882
16350	0.02	-0.00046697071834892086	-110.05642969431679
16400	0.02	-0.005898106640588293	-1390.0755086199263
16450	0.02	0.00015317544625934176	36.10064200972142
16500	0.02	-0.018286186152209023	-4309.718536000432
16550	0.02	-0.011077365050185918	-2610.731679610647
16600	0.02	-0.01257020620141441	-2962.566946254066
16650	0.02	-0.01417249070878798	-3340.196003723767
16700	0.02	-0.010030103218691777	-2363.9112825268717
16750	0.02	-0.0035919330686588276	-846.5527145583502
16800	0.02	-0.008109238697121525	-1911.1987614549546
16850	0.02	-0.008787754180019546	-2071.1124104394175
16900	0.02	-0.016886223930043017	-3979.7731286668027
16950	0.02	-0.02140461619643504	-5044.675276184223
17000	0.02	-0.02979682510264175	-7022.564923594257
17050	0.02	-0.025395534319321567	-5985.26144689792
17100	0.02	-0.02874915174637835	-6775.647537673591
17150	0.02	-0.019550778340252678	-4607.759710246857
17200	0.02	-0.024408680244966154	-5752.678049727192
17250	0.02	-0.022434163196486393	-5287.320612553006
17300	0.02	-0.016198913491544974	-3817.7866700293475
17350	0.02	-0.011803471045684822	-2781.861539159005
17400	0.02	-0.00532321974368419	-1254.585215834512
17450	0.02	0.001936758046045169	456.45833315442417
17500	0.02	0.004904565293223495	1155.9160439081634
17550	0.02	0.008777167123944938	2068.617235588487
17600	0.02	0.008105073976513649	1910.2172132276962
17650	0.02	0.007606649702483279	1792.74775761233
17700	0.02	-0.004939861213186473	-1164.2346445853889
17750	0.02	0.010553660729621635	2487.304180900275
17800	0.02	0.009610051792151856	2264.912868972286
17850	0.02	0.014956104526470799	3524.8794017283176
17900	0.02	0.015424441603705192	3635.257857140108
17950	0.02	0.008561132556673118	2017.7018521816676
18000	0.02	0.011845760343397753	2791.8283506477883
18050	0.02	0.010521238879162453	2479.662945667717
18100	0.02	0.01179751958073532	2780.4588880760657
18150	0.02	0.011607693009571034	2735.7202484514614
18200	0.02	0.015281922255066334	3601.668661806811
18250	0.02	0.019912602780756936	4693.035091621601
18300	0.02	0.02236498963203032	5271.01767270234
18350	0.02	0.019243493817738617	4535.33838676903
18400	0.02	0.01845846349542016	4350.321144613834
18450	0.02	0.017533221621757068	4132.258612600953
18500	0.02	0.003431002436080827	808.624317436138
18550	0.02	0.010804920421589845	2546.5214798390334
18600	0.02	-0.00019361265265755554	-45.63094956034234
18650	0.02	0.0016975712357416891	400.086390894217
18700	0.02	-0.0017278624631532212	-407.2254773700438
18750	0.02	-0.004144389435863358	-976.7565430797613
18800	0.02	0.002644145850306863	623.1766584952709
18850	0.02	0.0012975131898130547	305.8000502836864
18900	0.02	0.0029407380344841382	693.0779940248364
18950	0.02	0.010383017441472183	2447.086689081025
19000	0.02	0.017364446352574347	4092.48137857518
19050	0.02	0.007500309651735631	1767.6853589245093
19100	0.02	0.0012587810602834682	296.67159806390714
19150	0.02	0.0025785628677083175	607.7199529034926
19200	0.02	0.000345202608201514	81.3579205012106
19250	0.02	-0.0048506384613875705	-1143.2064791680612
19300	0.02	-0.004937942378083368	-1163.7824103610105
19350	0.02	-0.012693905045321498	-2991.7204939665717
19400	0.02	0.002005556837873442	472.67294597356175
19450	0.02	0.006776417319856405	1597.0772192719662
19500	0.02	0.015309605534903407	3608.193102893544
19550	0.02	0.010213474473112794	2407.1285224461117
19600	0.02	0.011532842286410466	2718.079306466455
19650	0.02	0.033259229106884766	7838.590014447095
19700	0.02	0.03393523278932727	7997.911678154158
19750	0.02	0.031969538765861914	7534.6336660788775
19800	0.02	0.035120553733514304	8277.270074801307
19850	0.02	0.02144324287174079	5053.7788747784625
19900	0.02	0.01624439483544085	3828.5057882314004
19950	0.02	0.00662688474859759	1561.8351360553913
20000	0.02	0.007681446214511475	1810.3759230281757
20050	0.02	-0.001981907707620088	-467.09927991959034
20100	0.02	0.0068980116020760825	1625.73476041214
20150	0.02	0.0031749706880146245	748.2823324393262
20200	0.02	-0.010544566450228651	-2485.160826121685
20250	0.02	-0.0088265605977942	-2080.2583710354156
20300	0.02	-0.0013137822400402	-309.63436689533165
20350	0.02	-0.009633683831065174	-2270.482506911026
20400	0.02	-0.007197967931162419	-1696.428963166817
20450	0.02	-0.016412620283430865	-3868.1534394909254
20500	0.02	-0.018225294244838295	-4295.3674307615565
20550	0.02	-0.027257390409959364	-6424.066763566846
20600	0.02	-0.019565875328276677	-4611.317793303829
20650	0.02	-0.029655543277091943	-6989.267389745274
20700	0.02	-0.02697543613327358	-6357.615314236582
20750	0.02	-0.03237024247438283	-7629.072177514905
20800	0.02	-0.04401238070885956	-10372.91053342831
20850	0.02	-0.0434255926358748	-10234.615351819824
20900	0.02	-0.025706984124804304	-6058.664451141128
20950	0.02	-0.03736398563898189	-8806.005809348144
21000	0.02	-0.0302740426381069	-7135.036340060186
21050	0.02	-0.034462849479421145	-8122.26125057312
21100	0.02	-0.04552432181024027	-10729.247307850472
21150	0.02	-0.03106270361503397	-7320.909260886391
21200	0.02	-0.02407013357185954	-5672.888810995606
21250	0.02	-0.02499310548676387	-5890.416355381371
21300	0.02	-0.010622315649595452	-2503.484885763275
21350	0.02	-0.015212687626974466	-3585.3513303776667
21400	0.02	-0.017632668937951602	-4155.69652023197
21450	0.02	-0.013187170822116519	-3107.9741864387634
21500	0.02	-0.011461797282406762	-2701.3353026541563
21550	0.02	-0.007126947926072375	-1679.6908511397542
21600	0.02	-0.006075356074469658	-1431.8499477695475
21650	0.02	-0.004431534068241718	-1044.4312640069872
21700	0.02	-0.011199814981217358	-2639.5908814751324
21750	0.02	-0.00043834434129441885	-103.30971789867965
21800	0.02	0.005212541124419027	1228.5002961571313
21850	0.02	0.0073413867995143975	1730.2301587908737
21900	0.02	0.007007746667135536	1651.5973016768646
21950	0.02	0.009564333017464389	2254.1377926893615
22000	0.02	0.018489618133964065	4357.6637212505075
22050	0.02	0.024456561442883953	5763.962769486393
22100	0.02	0.020701319451516462	4878.92113846217
22150	0.02	0.016149784412888037	3806.2078476777638
22200	0.02	0.012222839805636616	2880.6990607252737
22250	0.02	0.010428732507513373	2457.860891304072
22300	0.02	0.009476914354342125	2233.5348178692198
22350	0.02	0.010475054473344882	2468.778128671467
22400	0.02	0.01379721433802053	3251.750249220493
22450	0.02	0.004973375638775536	1172.1333797279892
22500	0.02	0.0008309474358519719	195.83906326473996
22550	0.02	0.009147060890962544	2155.7944091553345
22600	0.02	0.0019576012769232797	461.37070021214873
22650	0.02	0.0021255480777255227	500.95267944251776
22700	0.02	0.005405558925741167	1273.9910501728657
22750	0.02	0.010511085962997232	2477.2700896272336
22800	0.02	0.002198983269606456	518.260006679027
22850	0.02	0.009009395701161044	2123.3492499892245
22900	0.02	-0.005385009704680022	-1269.147975834104
22950	0.02	-0.00863875805825952	-2035.9967585261948
23000	0.02	-0.008240688520019617	-1942.179072690026
23050	0.02	-0.012183139359467673	-2871.3423940416037
23100	0.02	-0.008504956360955614	-2004.4621536490972
23150	0.02	-0.001795775334877655	-423.2312950767859
23200	0.02	0.002433011899397295	573.4162604417899
23250	0.02	-0.004277272935391883	-1008.0747455895565
23300	0.02	0.006349119290704953	1496.3709144524666
23350	0.02	0.019506453020366406	4597.3130456915505
23400	0.02	0.008132102228178102	1916.5872761934997
23450	0.02	0.0004563745138508462	107.55909872784368
23500	0.02	0.006321283474569422	1489.810523359133
23550	0.02	0.005799742118316653	1366.892795647943
23600	0.02	0.012053962113455234	2840.8976874781165
23650	0.02	0.011759482920989559	2771.494345322899
23700	0.02	0.012541155709609312	2955.720278393954
23750	0.02	0.013538107986654798	3190.6836366430284
23800	0.02	0.01681024407266096	3961.8660704646977
23850	0.02	0.013720185559277499	3233.595979500658
23900	0.02	0.012729329381176251	3000.0693599131378
23950	0.02	0.010168946526321084	2396.634102447271
24000	0.02	0.010871217389443848	2562.1464586543407
24050	0.02	0.003243168869230617	764.3553923579781
24100	0.02	-0.0015009998653758665	-353.75812586065496
24150	0.02	0.0042975549555980316	1012.8548455897641
24200	0.02	0.0044518361102060975	1049.2160827682233
24250	0.02	-0.005697084292168071	-1342.698229731605
24300	0.02	-0.009810573434969284	-2312.1721407376635
24350	0.02	-0.012400083834864989	-2922.472226097357
24400	0.02	-0.016475806306086548	-3883.0452256068866
24450	0.02	-0.02030116636449093	-4784.6123984090445
24500	0.02	-0.021298820572914226	-5019.741189003868
24550	0.02	-0.015205452431625799	-3583.6461275952943
24600	0.02	-0.028489039195699336	-6714.343782381115
24650	0.02	-0.024535185335559477	-5782.492978290775
24700	0.02	-0.03066428291279004	-7227.008812138116
24750	0.02	-0.031173367567441393	-7346.990723854531
24800	0.02	-0.02422673328162604	-5709.796489080872
24850	0.02	-0.03250328588588362	-7660.4280683422785
24900	0.02	-0.02524808122672796	-5950.5094586456025
24950	0.02	-0.015031875814941026	-3542.737304065012
25000	0.02	-0.021518340104808117	-5071.477914625189
25050	0.02	-0.017190772089216877	-4051.5495415158994
25100	0.02	-0.008914331975351754	-2100.9444741758666
25150	0.02	-0.006085563305967345	-1434.2556049372404
25200	0.02	0.014283285964639736	3366.3084125043993
25250	0.02	0.020891718252903313	4923.794642250167
25300	0.02	0.02765460488266328	6517.682926146101
25350	0.02	0.02657624140327584	6263.532441349655
25400	0.02	0.02573062932729914	6064.237191494489
25450	0.02	0.031050949764088297	7318.139093894309
25500	0.02	0.018898370596870852	4453.999176405677
25550	0.02	0.02030460679718573	4785.423245265422
25600	0.02	0.028987121849274634	6831.7327243237405
25650	0.02	0.018256592828080207	4302.743932522253
25700	0.02	0.01506243641872973	3549.93987761005
25750	0.02	0.014025593903588924	3305.5751222028202
25800	0.02	0.011924298368767574	2810.3383221038257
25850	0.02	0.005265759689938056	1241.0429355225851
25900	0.02	0.0046631398115781954	1099.016487890908
25950	0.02	0.005374115723454278	1266.5804643569356
26000	0.02	-0.0006408749392224376	-151.04246352055392
26050	0.02	-0.0026175408580305874	-616.9063500007155
26100	0.02	-0.0010993328646454578	-259.09258412666014
26150	0.02	0.010191467372837448	2401.941852727734
26200	0.02	0.008532890304548731	2011.0456715836067
