#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
500,1.0000000000000007,-56129.904195763986,8973.128299733686,-47156.7758960303,168.65436360517307,63.05808004265487,1.005147764451143,0
1000,2.0000000000000013,-55861.45944513323,9919.033679741784,-45942.42576539145,186.43312086430086,59.17059585588671,1.0711855655438702,63.5
1500,2.999999999999891,-55534.05165491489,10696.676180331333,-44837.375474583554,201.0492944738054,56.564111834738846,1.120545981003618,63.4
2000,3.999999999999781,-55140.82672517671,11082.052144420471,-44058.77458075624,208.29262542830793,54.41105759724005,1.1648861644010908,63.2
2500,4.999999999999671,-54951.55072580961,11644.2223106819,-43307.32841512771,218.85889044331387,52.94209389814357,1.1972078079759956,62.6
3000,5.999999999999561,-54836.644393841896,12215.923588510388,-42620.72080533151,229.60429739211335,51.51592053636637,1.2303514627233025,62
3500,6.999999999999451,-54786.08796397105,12771.787473568256,-42014.30049040279,240.05203274749843,50.25153312890006,1.2613085460074034,61.6
4000,7.999999999999341,-54513.03837997011,13100.946586246337,-41412.09179372377,246.2387403057992,49.91391626442299,1.269840015150903,61.2
4500,8.999999999999675,-54306.84635750886,13305.271305915776,-41001.575051593085,250.0791239951395,49.96930377695157,1.2684324854390139,60.9
5000,10.000000000000009,-54087.351236130424,13473.884406742596,-40613.46682938783,253.248290228535,49.88209517754391,1.2706500791488329,60.7
5500,11.000000000000343,-53879.544977937985,13757.02105579599,-40122.52392214199,258.56998292748136,49.50903810021919,1.2802245936823233,60.4
6000,12.000000000000677,-53661.351423753615,13904.621903484467,-39756.729520269146,261.34421351941694,49.19824382915573,1.288312005720296,60.2
6500,13.00000000000101,-53845.13368842878,14227.886812845092,-39617.24687558369,267.42013662482026,48.66462207209473,1.3024387221492613,60.1
7000,14.000000000001345,-53676.051816428364,14344.927065035929,-39331.12475139243,269.6199657802799,48.65616021611225,1.3026652309580922,59.9
7500,15.000000000001679,-53703.406881869814,14482.084421547097,-39221.32246032271,272.1979058145092,48.680951532695595,1.302001834185309,59.7
8000,16.00000000000201,-53711.698243878505,14798.617433068828,-38913.080810809675,278.1472995861118,48.31898166516552,1.311755463405184,59.6
8500,17.000000000001457,-53307.9022110546,14561.30691043037,-38746.59530062423,273.6869314920115,47.75905847255891,1.3271343743485604,59.5
9000,18.000000000000902,-53594.8562913279,14956.323754529225,-38638.53253679868,281.11146753222323,48.2374594186668,1.3139723557026333,59.5
